"food","Alabama","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"roast chicken",0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"roast pork",1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,1,10,0,0,0,0,0,0,0,4,0,0,1,0
"roasted butternut squash",1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
"roasted chicken",1,0,0,6,1,0,0,0,1,0,1,2,1,2,1,0,4,0,3,0,1,0,0,1,0,0,1,1,2,0,8,0,0,6,0,0,3,0,0,0,1,4,0,0,2,1,0,1,0
"roasted corn",0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0
"roasted potatoes",0,0,0,5,1,1,0,0,1,2,0,1,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,1,1,0,8,1,0,1,1,0,2,0,0,0,1,1,0,0,0,2,0,1,0
"roasted red pepper",0,1,0,4,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,14,2,0,0,0,0,3,0,0,0,1,2,0,1,0,2,0,0,0
"rock candy",0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,1,0,2,0,0,3,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0
"roma tomatoes",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"romaine",0,1,1,12,1,1,0,0,2,0,0,3,8,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,1,0,0,3,0,0,1,1,0,0,2,3,0,0,2,0,0,0,0
"rotisserie chicken",0,1,1,5,1,0,0,0,5,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,2,1,0,2,1,0,2,0,0,0,0,1,0,0,2,1,1,0,0
"salmon",9,5,1,120,5,6,4,13,41,23,10,31,11,2,10,12,5,3,26,20,28,8,2,6,2,0,8,3,19,2,59,20,1,27,5,23,31,4,10,1,7,46,2,3,25,45,0,4,1
"sardine",0,0,1,3,0,0,0,0,3,0,0,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,0,1,0,0,0,0,2,0,0,2,0,0,8,0
"sardine can",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0
"sardines",0,2,1,14,1,0,0,0,2,2,0,3,2,1,1,2,5,0,3,0,2,1,4,1,0,1,0,0,1,0,8,0,0,2,1,0,5,0,2,0,3,4,0,1,2,1,0,1,0
"sausage",34,7,18,131,15,12,7,18,66,64,2,85,31,7,11,11,61,4,43,34,31,12,44,24,0,3,12,2,44,3,73,50,3,57,9,16,65,4,36,2,31,170,8,1,29,20,8,24,1
"sausage biscuit",7,0,1,5,1,0,0,0,8,7,0,5,3,0,1,3,9,0,1,0,0,0,3,3,0,0,1,0,1,0,0,8,0,8,0,0,3,0,7,0,6,15,0,0,3,0,1,0,0
"sausage biscuits",3,0,2,1,0,0,0,1,6,8,0,2,3,0,0,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,2,0,0,2,0,6,0,2,5,0,0,3,0,1,0,0
"sausage gravy",1,0,0,0,0,0,0,0,4,1,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,0,1,3,0,0,0,0,4,0,0,1,1,1,0,0
"sausage links",1,0,0,2,1,0,0,0,1,1,0,2,0,1,2,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,1,0,3,0,1,12,0,0,0,1,2,0,0,3,3,0,2,0
"sausage mcmuffin",0,1,0,2,1,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,1,1,1,0,0,2,0,0,2,1,0,0,1,0,0,0,0,1,0,2,0
"sausages",9,3,2,33,1,4,1,6,12,17,0,9,2,1,3,4,9,0,6,7,10,0,6,3,0,1,2,3,9,0,14,9,0,7,0,0,4,1,11,0,4,10,1,1,5,3,1,3,0
"scalloped potatoes",0,0,0,1,0,2,0,0,7,2,0,1,2,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,1,0,1,2,1,2,0,2,0,0,2,0,0,4,2,0,1,1,1,0,0
"scallops",0,2,0,25,1,2,1,2,9,6,0,7,0,1,0,1,3,0,2,9,3,0,0,3,0,0,2,0,5,0,15,3,0,2,1,2,8,0,3,0,1,4,0,1,3,1,1,3,0
"scoops ice cream",0,2,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
"scout cookies",4,1,2,7,1,3,0,1,1,4,1,4,2,0,0,1,1,0,1,3,5,2,0,2,0,0,0,1,1,0,5,1,1,6,2,1,1,0,4,0,3,9,0,0,2,1,0,3,0
"scrambled egg",0,0,1,2,0,0,0,2,2,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
"scrambled eggs",8,4,2,38,3,2,4,1,16,9,1,16,4,1,7,11,7,0,4,12,9,8,1,7,2,3,5,2,14,1,26,14,0,12,6,2,32,1,7,0,7,29,1,1,6,7,6,4,0
"scrambled eggs with",0,1,0,7,0,1,0,1,3,2,1,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,6,1,0,1,0,0,1,1,1,0,1,0,0,0,2,1,0,0,0
"scream for ice cream",0,0,0,19,3,1,0,1,6,1,0,2,2,1,0,1,1,0,4,3,2,1,1,0,0,0,0,0,5,0,4,4,0,4,0,1,4,1,3,0,1,2,0,0,2,0,1,1,0
"sea bass",0,0,0,13,1,1,0,0,2,2,0,0,2,0,0,2,0,0,0,3,2,0,0,1,0,0,0,0,1,0,7,2,0,2,0,2,5,0,1,0,2,4,0,0,0,0,2,2,0
"seared ahi tuna",0,1,0,10,1,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
"seared scallops",0,0,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"seared tuna",0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"self serve frozen yogurt",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sesame seeds",0,2,0,5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,0,3,0,0,1,0,1,1,0
"sharp cheddar",0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"short cake",0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0
"short ribs",0,0,0,7,0,0,0,1,1,1,0,5,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,3,0,5,1,0,0,0,0,0,0,0,0,0,3,1,0,1,3,0,0,0
"shortcake",3,0,0,0,1,0,0,1,2,1,0,2,1,0,0,1,16,0,2,2,4,0,0,0,0,0,0,0,1,0,3,7,0,7,1,0,3,0,2,0,1,4,0,0,1,0,0,0,0
"shortcakes",1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,8,0,0,0,0
"shredded cheese",0,0,0,4,1,0,0,0,3,1,0,0,1,1,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,5,0,0,4,1,0,1,0
"shrimp",45,25,18,193,9,14,10,26,145,130,3,63,33,10,12,15,99,5,73,20,55,20,42,30,1,3,25,3,58,2,104,91,3,45,18,17,84,4,54,0,35,190,6,1,71,13,11,19,3
"shrimp and grits",2,0,0,6,1,1,1,3,9,15,0,2,0,0,1,0,12,0,0,0,0,0,1,3,0,0,1,0,0,0,3,7,0,4,0,0,3,0,14,0,4,7,0,0,5,1,1,1,0
"shrimp and grits",2,0,0,6,1,1,1,3,9,15,0,2,0,0,1,0,12,0,0,0,0,0,1,3,0,0,1,0,0,0,3,7,0,4,0,0,3,0,14,0,4,7,0,0,5,1,1,1,0
"shrimp cocktail",0,3,1,20,0,4,0,0,2,0,0,2,4,0,1,0,3,0,1,0,3,1,1,0,0,1,4,0,4,1,2,1,0,1,0,1,3,2,1,0,0,15,1,0,1,1,1,1,0
"shrimp fried rice",5,1,3,13,3,1,1,2,7,15,0,12,1,0,1,2,6,0,10,0,8,1,6,1,0,0,0,0,3,0,6,3,0,5,1,1,9,0,4,0,4,19,0,0,6,3,0,6,0
"shrimp lol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"shrimp pasta",1,0,1,2,0,0,0,0,9,4,0,3,2,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,0,0,2,0,0,3,0
"shrimp salad",1,1,0,6,1,1,0,0,3,5,0,1,0,0,0,2,3,0,2,0,1,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,1,0,0,0,0,5,0,0,1,0,0,0,0
"shrimp w",1,0,0,4,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"shrimps",1,0,0,8,0,0,0,1,4,13,0,5,0,0,0,0,14,0,4,1,0,0,5,0,0,0,0,0,5,0,9,5,0,3,0,1,5,0,4,0,2,10,0,0,0,0,0,1,0
"side of bacon",0,0,0,4,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"simply lemonade",2,0,0,2,0,0,0,1,1,3,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,2,1,0,1,0
"slab of ribs",0,1,0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"slice of cake",1,0,0,3,0,0,0,1,3,2,0,3,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,3,0,6,2,0,2,0,0,0,1,0,0,1,5,0,0,1,1,0,0,0
"slice of cheesecake",1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"slice of pizza",4,5,2,29,0,5,0,3,18,5,0,10,1,4,3,2,0,2,11,6,2,2,2,4,2,1,6,2,15,1,38,15,1,10,1,2,15,1,5,0,4,18,0,0,11,4,0,2,0
"sliced bread",0,1,0,1,1,0,1,0,1,1,0,2,1,0,0,0,2,0,0,3,0,1,0,1,0,0,0,0,2,0,2,2,0,4,0,0,1,0,0,0,1,2,0,0,2,0,0,2,0
"slices of bacon",0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0
"slices of cheese",0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0
"slices of pizza",1,3,2,21,2,2,1,0,9,3,0,0,0,0,1,1,4,0,5,2,3,1,1,1,0,0,2,1,11,0,7,4,0,5,3,1,9,0,5,0,3,4,1,1,6,3,0,0,0
"smashed potatoes",0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"smell bacon",3,1,2,9,0,1,0,0,5,3,0,3,0,0,1,1,2,0,2,3,4,1,0,2,0,0,1,0,3,0,6,1,1,8,1,0,4,1,2,0,0,6,0,0,2,3,0,0,0
"smell chicken",2,0,0,2,0,0,0,1,2,3,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
"smell of bacon",0,0,1,5,2,0,1,0,3,2,1,3,2,1,1,3,3,0,2,1,4,1,0,1,0,0,1,1,0,0,3,4,1,2,3,0,4,0,2,0,0,6,0,0,1,0,0,3,0
"smells like bacon",0,0,1,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,2,2,0,0,2,0,0,1,0,1,0,1,2,0,2,0,1,4,0,0,0,0,4,0,0,1,0,0,0,0
"smoke sausage",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
"smoked ham",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"smoked salmon",0,3,0,19,0,0,0,1,13,4,0,2,0,0,0,0,1,0,4,3,2,1,0,0,1,0,2,0,1,1,10,2,0,0,0,6,6,0,0,0,4,3,0,0,1,10,1,1,0
"smoked sausage",2,0,1,2,0,0,0,0,1,1,0,1,1,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"smoked turkey",1,1,0,2,1,0,1,0,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,2,0,0,0,1,5,1,0,4,0,0,0,0
"snapper",1,0,1,10,0,1,0,0,15,4,0,3,1,0,0,0,3,0,2,3,2,0,5,3,0,0,1,0,1,0,4,1,0,6,0,3,3,0,2,0,1,6,0,0,4,0,0,2,0
"snickers ice cream bar",2,0,0,0,1,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,4,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0
"snickers ice cream bars",0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"snow crab",0,0,0,0,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0
"soft pretzels",0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,2,0,0,5,0,0,0,2,0,0,0,1,0,0,0,0
"soft serve ice cream",0,0,0,3,0,2,0,0,2,1,0,3,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,2,5,0,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"soft shell crab",0,1,0,8,2,1,0,2,1,0,0,4,2,0,0,0,8,0,2,4,1,1,2,1,0,0,0,0,3,0,9,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
"some chicken",10,2,6,19,1,5,1,1,19,14,0,10,5,2,4,6,7,0,15,3,14,3,9,5,0,1,0,0,8,0,18,10,0,14,5,0,7,0,7,0,6,24,0,0,9,5,1,1,0
"some chicken noodle soup",3,1,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0
"some ice cream",9,6,5,31,4,7,3,2,9,22,1,18,5,5,3,5,6,3,18,7,15,2,8,8,1,1,1,0,9,0,10,13,0,20,4,3,11,2,8,2,9,32,4,0,10,4,1,8,0
"some pizza",8,9,3,28,1,3,2,1,8,14,0,10,5,1,2,2,3,1,7,2,6,2,2,3,0,0,2,0,9,2,12,9,0,15,3,2,13,2,3,1,4,25,0,0,11,2,0,5,0
"sour candy",0,2,1,6,0,0,0,0,2,0,0,1,1,0,0,0,1,0,2,0,3,0,1,0,0,0,1,0,0,0,2,2,0,0,1,0,2,0,0,0,0,6,0,0,1,0,0,0,0
"sour chicken",3,0,1,4,0,0,0,0,2,1,0,1,1,0,0,2,0,0,2,0,4,0,0,1,0,0,0,0,2,0,0,2,0,3,0,0,1,0,1,0,0,4,0,0,1,0,0,1,0
"sourdough pizza",0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"spaghetti",23,17,13,119,13,10,29,9,55,68,2,38,27,8,7,16,43,5,41,13,39,21,26,12,2,5,11,4,31,3,43,54,4,62,15,11,54,3,38,5,39,126,4,2,43,33,20,13,0
"spaghetti and meatballs",2,0,1,8,1,0,0,0,5,2,0,4,1,0,0,1,3,0,5,0,1,2,0,2,0,0,2,1,3,2,7,1,0,7,0,1,6,1,1,0,1,8,1,0,2,2,0,1,0
"spaghetti for dinner",1,1,0,3,5,0,2,0,1,0,0,1,1,0,1,0,1,0,1,0,5,2,0,0,0,0,1,0,0,0,2,2,0,7,1,1,2,0,0,0,2,4,0,0,1,3,2,1,0
"spaghetti squash",0,3,0,7,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0,0,2,1,2,0,2,0,0,1,2,1,0,0,0
"spaghetti tonight",1,0,1,2,0,0,1,0,1,5,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0
"spaghetti w",1,1,0,2,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
"spicy chicken",3,4,1,37,1,2,0,1,15,10,1,10,7,1,2,5,2,1,9,8,5,2,7,2,0,0,3,1,5,0,13,7,1,9,2,7,8,2,6,0,7,25,6,1,10,6,2,3,0
"spicy chicken sandwich",3,3,2,10,1,0,0,1,5,10,0,2,3,0,2,2,1,0,2,1,2,0,0,1,0,1,2,0,3,0,2,4,0,4,1,0,2,1,3,0,4,19,1,0,2,2,2,0,0
"spicy sausage",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,3,0
"spinach",5,9,5,124,10,7,3,12,31,28,2,29,9,7,6,2,8,1,14,16,21,13,5,4,0,1,5,2,17,3,61,24,0,20,2,9,17,5,7,3,16,66,6,1,28,10,3,4,0
"spinach and",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"spinach and feta",1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0
"spinach and feta",1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0
"spinach salad",2,4,0,6,1,1,0,0,3,5,0,0,0,1,0,0,2,0,3,1,1,1,0,3,0,0,0,0,0,0,4,3,0,1,0,2,3,0,0,0,1,8,1,0,1,2,0,1,0
"split pea soup",0,1,0,7,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"steak and eggs",2,1,0,24,1,1,1,1,4,3,0,2,0,0,0,0,4,1,5,1,6,1,1,1,1,0,12,0,3,2,9,2,0,3,1,1,4,0,2,0,2,6,0,0,4,4,0,3,0
"steak and eggs",2,1,0,24,1,1,1,1,4,3,0,2,0,0,0,0,4,1,5,1,6,1,1,1,1,0,12,0,3,2,9,2,0,3,1,1,4,0,2,0,2,6,0,0,4,4,0,3,0
"steak and lobster",0,5,2,8,0,2,0,0,3,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,0,1,0,2,0,0,1,0,0,1,0,1,1,2,3,1,0,1,2,1,0,0
"steak and lobster",0,5,2,8,0,2,0,0,3,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,0,1,0,2,0,0,1,0,0,1,0,1,1,2,3,1,0,1,2,1,0,0
"steak and potatoes",1,1,0,4,1,0,1,0,6,2,0,1,3,0,0,0,2,0,0,2,1,2,0,1,0,2,0,0,1,0,4,3,0,4,0,0,2,0,2,0,2,5,0,0,3,2,0,0,0
"steak and potatoes",1,1,0,4,1,0,1,0,6,2,0,1,3,0,0,0,2,0,0,2,1,2,0,1,0,2,0,0,1,0,4,3,0,4,0,0,2,0,2,0,2,5,0,0,3,2,0,0,0
"steak and shrimp",1,0,2,2,0,0,0,1,4,5,1,1,0,0,1,0,5,0,0,0,1,1,2,1,0,0,1,0,0,2,3,2,0,0,2,0,0,0,5,0,2,13,0,0,0,1,0,0,0
"steak and shrimp",1,0,2,2,0,0,0,1,4,5,1,1,0,0,1,0,5,0,0,0,1,1,2,1,0,0,1,0,0,2,3,2,0,0,2,0,0,0,5,0,2,13,0,0,0,1,0,0,0
"steak egg and cheese bagel",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"steak n eggs",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0
"steak n eggs",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0
"steamed broccoli",0,1,1,7,1,2,0,0,1,3,0,1,0,1,0,4,5,0,0,0,2,0,1,0,0,1,0,0,2,0,3,0,0,1,0,2,4,0,4,0,0,7,0,0,1,1,0,0,0
"steamed shrimp",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0
"steamed veggies",0,2,1,5,0,1,1,0,1,0,0,1,1,0,0,0,1,0,4,0,3,0,0,0,0,0,3,0,1,0,0,4,0,0,1,2,1,0,0,0,1,2,1,0,0,0,0,1,0
"stone crab",0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"strawberries",16,12,5,150,8,10,5,4,50,40,1,41,20,5,6,4,33,2,31,17,36,17,14,12,0,5,13,1,20,4,52,31,1,39,15,13,39,3,14,2,17,93,4,0,30,12,7,17,0
"strawberry cheesecake",2,1,2,11,1,1,0,0,11,9,0,3,3,1,1,1,7,0,6,1,6,2,4,1,0,1,1,1,2,0,4,9,0,4,0,0,1,1,7,3,2,16,0,0,4,1,0,2,0
"strawberry cream cheese",1,1,1,6,0,3,0,0,2,2,0,2,1,0,0,0,0,1,4,1,1,3,0,1,1,0,0,0,2,0,3,1,1,3,0,2,2,0,2,0,2,1,0,0,0,1,0,2,0
"strawberry ice cream",0,0,0,11,1,0,0,0,5,3,0,2,1,1,2,0,0,0,1,2,0,3,1,0,0,0,0,0,1,0,6,0,0,1,2,2,5,0,1,0,2,14,0,0,0,2,0,1,0
"strawberry jam",0,1,1,3,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,0,1,0,0,2,0,0,0,0,3,0,0,1,1,0,1,0
"strawberry patch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"strawberry picking",0,0,0,5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"strawberry short cake",1,0,0,6,0,1,0,0,2,2,0,3,0,0,0,0,5,0,1,2,1,0,0,1,0,0,1,0,2,0,3,2,0,4,1,0,3,0,2,0,0,2,1,0,1,0,0,0,0
"strawberry shortcake",4,6,3,36,3,3,2,1,5,17,0,25,4,4,1,1,9,3,9,4,11,3,0,2,0,0,2,0,4,0,19,5,0,8,4,6,9,3,2,1,14,23,0,0,8,5,1,2,0
"strawberry yogurt",0,0,0,5,0,2,0,1,1,1,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0
"string cheese",4,3,1,31,4,2,0,1,1,6,1,8,7,6,4,3,1,0,10,3,11,4,0,8,0,0,1,0,5,2,13,4,1,13,1,6,14,0,0,0,2,7,1,0,3,6,1,5,0
"style pizza",3,0,0,2,0,1,0,0,5,3,0,3,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,3,0,9,0,0,0,0,1,1,0,0,0,5,11,0,0,2,0,0,0,0
"sugar cookie",1,0,0,7,0,0,1,1,2,3,0,4,1,4,0,1,2,1,3,1,3,1,1,3,0,0,0,1,3,0,4,1,0,2,2,0,3,0,2,1,0,5,3,0,3,1,2,2,0
